date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:33	43574/43574	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:41%20GMT	http://mtzveles.ru/catalog/pfn_09	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/pfn_09.html	(from http://mtzveles.ru/)
17:00:34	43687/43687	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:41%20GMT	http://mtzveles.ru/catalog/pfn_038	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/pfn_038.html	(from http://mtzveles.ru/)
17:00:34	44527/44527	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:41%20GMT	http://mtzveles.ru/catalog/pku_08	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/pku_08.html	(from http://mtzveles.ru/)
17:00:34	44967/44967	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:42%20GMT	http://mtzveles.ru/catalog/pbm_800	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/pbm_800.html	(from http://mtzveles.ru/)
17:00:35	39280/39280	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:42%20GMT	http://mtzveles.ru/catalog/snu_550	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/snu_550.html	(from http://mtzveles.ru/)
17:00:35	45063/45063	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:42%20GMT	http://mtzveles.ru/catalog/universal	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/universal.html	(from http://mtzveles.ru/)
17:00:35	33205/33205	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:43%20GMT	http://mtzveles.ru/catalog/npo_095	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/npo_095.html	(from http://mtzveles.ru/)
17:00:36	42510/42510	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:43%20GMT	http://mtzveles.ru/catalog/pbm_1200	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/pbm_1200.html	(from http://mtzveles.ru/)
17:00:36	45883/45883	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:44%20GMT	http://mtzveles.ru/catalog/tractors	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/tractors.html	(from http://mtzveles.ru/)
17:00:37	37413/37413	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:44%20GMT	http://mtzveles.ru/catalog/tractor_trailers	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/tractor_trailers.html	(from http://mtzveles.ru/)
17:00:37	33375/33375	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:44%20GMT	http://mtzveles.ru/catalog/water_trailers	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/water_trailers.html	(from http://mtzveles.ru/)
17:00:37	31112/31112	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:45%20GMT	http://mtzveles.ru/catalog/fire_trailers	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/fire_trailers.html	(from http://mtzveles.ru/)
17:00:38	31816/31816	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:45%20GMT	http://mtzveles.ru/catalog/sand_trailers	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/sand_trailers.html	(from http://mtzveles.ru/)
17:00:38	32451/32451	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:45%20GMT	http://mtzveles.ru/catalog/selo_trailers	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/selo_trailers.html	(from http://mtzveles.ru/)
17:00:38	31010/31010	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:46%20GMT	http://mtzveles.ru/catalog/plug	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/plug.html	(from http://mtzveles.ru/)
17:00:39	34450/34450	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2014:00:46%20GMT	http://mtzveles.ru/catalog/kosilka	C:/Users/User/Desktop/programming/veles/mtzveles/mtzveles.ru/catalog/kosilka.html	(from http://mtzveles.ru/)
